workload,NRH,Prac Level,ABO_Only,ABO_RFM,TPRAC,TPRAC-TREFpertREFI,TPRAC-TREFper2tREFI,TPRAC-TREFper4tREFI
638.imagick,512.0,1.0,1.0,1.0,0.9985452429444285,0.9987634565027641,0.9988361943555427,0.9985452429444283
638.imagick,1024.0,1.0,1.0,1.0001454757055572,0.9994180971777714,1.0,0.9996363107361071,0.9996363107361071
638.imagick,2048.0,1.0,1.0,1.0001454757055572,0.9996363107361071,1.0,1.0,1.0
638.imagick,4096.0,1.0,1.0,0.9998545242944428,0.9999272621472215,1.0,1.0,1.0
641.leela,128.0,1.0,1.0,1.0,0.9957044673539519,0.9959908361970217,0.9964203894616267,0.9959908361970218
641.leela,256.0,1.0,1.0,1.0,0.997995418098511,0.997852233676976,0.997709049255441,0.997709049255441
641.leela,512.0,1.0,1.0,1.0,0.9985681557846506,0.9992840778923253,0.9985681557846506,0.9988545246277205
641.leela,1024.0,1.0,1.0,0.9997136311569301,0.9994272623138604,1.0,0.9997136311569301,0.9994272623138604
641.leela,2048.0,1.0,1.0,1.0,0.9997136311569301,1.0,1.0,0.9997136311569302
641.leela,4096.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
644.nab,128.0,1.0,1.0,0.9950446949086669,0.9661873299650213,0.9742518460940536,0.9725029148853479,0.9645355616012437
644.nab,256.0,1.0,1.0,0.9953361834434512,0.9784298484259619,0.9815390594636612,0.9817333851535173,0.9768752429071124
644.nab,512.0,1.0,1.0,0.9971822774970851,0.9815390594636612,0.993101438010105,0.9915468324912554,0.989312087057909
644.nab,1024.0,1.0,1.0,0.9966964632724445,0.9912553439564711,1.0,0.9949475320637389,0.9918383210260395
644.nab,2048.0,1.0,1.0,0.9998056743101438,0.9934900893898173,1.0,1.0,0.9957248348231635
644.nab,4096.0,1.0,1.0,1.0003886513797124,0.9956276719782355,1.0,1.0,1.0
648.exchange2,128.0,1.0,1.0,1.0,0.9998338594450905,0.9998338594450905,0.9998338594450905,1.0
648.exchange2,256.0,1.0,1.0,1.0000830702774546,0.9998338594450905,1.0000830702774546,1.0,0.9998338594450905
648.exchange2,512.0,1.0,1.0,1.0000830702774546,0.9999169297225453,1.0000830702774546,0.9998338594450905,0.9999169297225453
648.exchange2,1024.0,1.0,1.0,1.0,0.9999169297225453,1.0,1.0,1.0
648.exchange2,2048.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999169297225453
648.exchange2,4096.0,1.0,1.0,1.0,1.0000830702774546,1.0,1.0,1.0
649.fotonik3d,128.0,1.0,1.010593220338983,0.6912306558585113,0.578942520265291,0.6518054532056006,0.6179992630803243,0.5969049373618275
649.fotonik3d,256.0,1.0,0.9907885040530582,0.8271002210759025,0.72466838614591,0.7862932940309505,0.7441046425939573,0.754882092851879
649.fotonik3d,512.0,1.0,0.9904200442151804,0.9191230655858511,0.8646831245394251,0.9320191599115696,0.8986735445836403,0.882277081798084
649.fotonik3d,1024.0,1.0,1.0046978629329402,0.9840641120117907,0.9602063375092114,1.0,0.9763264554163595,0.9634303610906411
649.fotonik3d,2048.0,1.0,1.0,1.0068165070007369,0.9821296978629329,1.0,1.0,0.9888540899042002
649.fotonik3d,4096.0,1.0,1.0,1.0068165070007369,0.9925386882829772,1.0,1.0,1.0
654.roms,128.0,1.0,0.9970654928638122,0.7593704148325997,0.6059090302787782,0.6869414432439641,0.6455248766173135,0.6267840469521142
654.roms,256.0,1.0,1.0,0.8448045885020674,0.7459650526877417,0.8057889822595704,0.767173536081099,0.7580365479525143
654.roms,512.0,1.0,1.0,0.9473789515806321,0.8717486994797918,0.9375083366680005,0.9026277177537683,0.9487128184607175
654.roms,1024.0,1.0,1.0,0.9954648526077097,0.9562491663332,1.0,0.968720821661998,1.0159397092170201
654.roms,2048.0,1.0,1.0,0.9850606909430437,0.969454448446045,1.0,1.0,0.9797252234227024
654.roms,4096.0,1.0,1.0,1.0456849406429236,0.9818594104308389,1.0,1.0,1.0
657.xz,128.0,1.0,0.998360991600082,0.962097930751895,0.7525507068223725,0.8094857611145256,0.7779348494161032,0.7676910469166154
657.xz,256.0,1.0,1.0,0.9803318992009834,0.8475722188076212,0.8893669330055316,0.8633476746568327,0.8557672608072117
657.xz,512.0,1.0,1.0,0.9885269412005735,0.9282933825035852,0.9518541282524074,0.9426347060028683,0.9303421430034827
657.xz,1024.0,1.0,1.0,0.9928293382503585,0.9641466912517925,1.0,0.9788977668510551,0.9698832206515058
657.xz,2048.0,1.0,1.0,0.9930342143003483,0.9780782626510962,1.0,1.0,0.9899610735505019
657.xz,4096.0,1.0,1.0,0.995902479000205,0.9883220651505839,1.0,1.0,1.0
cassandra,128.0,1.0,0.9914751667902149,0.784797855961681,0.6457489878542509,0.7192507270342703,0.6758567599931572,0.6569253578149056
cassandra,256.0,1.0,1.0037064492216454,0.8739237041683298,0.7681188344642755,0.8202372127501852,0.7955465587044535,0.7864229913896333
cassandra,512.0,1.0,1.0030506928208929,0.9425500370644919,0.8854992301990076,0.9371329189713178,0.9182585390887836,0.9043450989336829
cassandra,1024.0,1.0,0.9973769743969891,0.974824656440668,0.9427211039516451,1.0,0.9806409306038659,0.9634487084450019
cassandra,2048.0,1.0,1.007156298112562,0.9889661857786394,0.966898557335918,1.0,1.0,0.9867423162456519
cassandra,4096.0,1.0,1.002566003307293,1.004675828248845,1.0032502708559046,1.0,1.0,1.0
classification,128.0,1.0,0.9973293140832407,0.8076048442540588,0.643714633243429,0.7281982124914063,0.7039769421968374,0.6689142736263155
classification,256.0,1.0,1.0120048654080067,0.8776508540906447,0.777592680734042,0.8316410175048918,0.7959172880638848,0.8027129938124702
classification,512.0,1.0,0.9877307102437993,0.9534613147178592,0.871304669733989,0.942487704267809,0.8997302871648422,0.9065259929134274
classification,1024.0,1.0,0.9975672959966154,0.9948966100798562,0.9246126183298957,1.0,0.9686657147390131,0.9595959595959596
classification,2048.0,1.0,0.9984398963456554,1.0004230789571102,0.9498915860172406,1.0,1.0,0.987783595113438
classification,4096.0,1.0,0.9923052514675551,0.9983870114760167,1.0000264424348193,1.0,1.0,1.0
cloud9,128.0,1.0,0.9744665329199343,0.7816888564654386,0.6712201349626117,0.7059456501915009,0.6868502644537662,0.6713478022980119
cloud9,256.0,1.0,1.0010942914462884,0.8643078606602225,0.7793726062374612,0.8083166149917929,0.8185300018238191,0.7935254422761262
cloud9,512.0,1.0,1.008024803939449,0.965894583257341,0.9100857194966259,0.9565931059638884,0.9144628852817801,0.895859930694875
cloud9,1024.0,1.0,1.0018238190771476,0.985774211198249,0.9472916286704358,1.0,0.9963523618457049,0.9336129855918293
cloud9,2048.0,1.0,1.0016414371694329,0.9775670253510852,0.9846799197519605,1.0,1.0,0.9766551158125113
cloud9,4096.0,1.0,1.0009119095385737,0.995622834214846,0.9928871055991245,1.0,1.0,1.0
nutch,1024.0,1.0,1.0012411278749564,0.97610828840709,0.9356940619788233,1.0,0.968583950665167,0.9570647325757281
SPEC2K6 (26),128.0,1.0,0.9988915909194888,0.9159389145311916,0.801334163989834,0.8453590452294938,0.8244034634301834,0.8167100255778946
SPEC2K17 (20),128.0,1.0,0.9994248029706364,0.8991505440618678,0.7861116500834899,0.8324941148204447,0.8111591480127099,0.7983490779743934
CloudSuite (4),128.0,1.0,0.9877092428606811,0.7912800470451135,0.6534424793620235,0.7177398532620934,0.6887977537359631,0.6656991775029579
SPEC2K6 (26),256.0,1.0,0.9996162237302513,0.9538230628319391,0.8783144308818334,0.9102052273971779,0.8932627863464935,0.8868339680310549
SPEC2K17 (20),256.0,1.0,0.9992169251705193,0.9482280886457025,0.8678447016525395,0.9020177465327305,0.8824061061845735,0.8772066586467605
CloudSuite (4),256.0,1.0,1.0055911286686943,0.8719426489113806,0.7750122582722136,0.8200096410323557,0.8032598268690988,0.7941925038512675
SPEC2K6 (26),512.0,1.0,1.0002653344819232,0.9840046199297476,0.9453221010142813,0.9680413661081844,0.9564286947729956,0.9481489986473741
SPEC2K17 (20),512.0,1.0,0.9988810487860712,0.98070665139424,0.9382151449497669,0.9667338354881896,0.9528293241890693,0.9478477171774948
CloudSuite (4),512.0,1.0,0.9995646436156175,0.9539209951634047,0.8888193683345234,0.9453690452017286,0.9107820577732484,0.9022319193014462
SPEC2K6 (26),1024.0,1.0,0.9999541350339709,0.9951065141847419,0.9699490536189611,1.0,0.9884026193871782,0.9801285490863667
SPEC2K17 (20),1024.0,1.0,1.0001216179754013,0.9945061674411912,0.9712775933898904,1.0,0.9855676503344173,0.9802530150733356
CloudSuite (4),1024.0,1.0,0.9995002190954256,0.9828675059676066,0.9375407526683345,1.0,0.9784948448585725,0.9533586284693442
SPEC2K6 (26),2048.0,1.0,1.0,0.9972930433201819,0.9848015255169803,1.0,1.0,0.9928577964349841
SPEC2K17 (20),2048.0,1.0,1.0,0.9984298188383478,0.9868494252280678,1.0,1.0,0.9928749563121546
CloudSuite (4),2048.0,1.0,1.0024060842940585,0.9889414107265613,0.9670524099109864,1.0,1.0,0.9837141774999828
SPEC2K6 (26),4096.0,1.0,1.0,0.9998428981746602,0.9935965760665835,1.0,1.0,1.0
SPEC2K17 (20),4096.0,1.0,1.0,1.002026410997926,0.9948020273119004,1.0,1.0,1.0
CloudSuite (4),4096.0,1.0,0.9985842380995239,0.9995547212022173,0.9987118738795425,1.0,1.0,1.0
All (50),128.0,1.0,0.9981875250004262,0.8925606893188016,0.7735772660532466,0.8222952575084513,0.7989062266897201,0.7870258680259843
All (50),256.0,1.0,0.9999654377785652,0.9422322607329565,0.8589370867396693,0.8952374900068238,0.8766426475657141,0.8699933526411531
All (50),512.0,1.0,0.9996569044258782,0.9797753650271402,0.935168150829713,0.9640179646328451,0.9492327742780226,0.9420744622543165
All (50),1024.0,1.0,0.9999793896946854,0.9930900736358906,0.9657593403060218,1.0,0.9858060684898654,0.9762990269734945
All (50),2048.0,1.0,1.0001885035926494,0.9967094321837559,0.9839556866559809,1.0,1.0,0.9922990405504187
All (50),4096.0,1.0,0.9998888873469371,1.0007827069037485,0.9940482929779443,1.0,1.0,1.0
