workload,Channel,interface,Baseline,Baseline-ClosedCap4
tpch17,8.0,8800.0,2.3777960021573836,2.3814383399797374
tpch17,16.0,8800.0,2.438491583641434,2.443121860973213
tpch2,1.0,3200.0,1.6146164059919086,1.596798920855192
tpch2,1.0,6400.0,1.9039302607709323,1.8392161913881895
tpch2,1.0,8800.0,1.9626761950356555,1.9091095399173537
tpch2,1.0,12800.0,1.9872898703793767,1.9461861166742624
tpch2,1.0,17600.0,2.0165113888368897,1.9765774779172713
tpch2,2.0,8800.0,2.223273622147633,2.1990033553888386
tpch2,4.0,8800.0,2.3569135223873054,2.3458323974635023
tpch2,8.0,8800.0,2.4248121404679512,2.426627213461359
tpch2,16.0,8800.0,2.5084245588810017,2.5132594668615655
tpch6,1.0,3200.0,3.0881540941943815,3.083414394241662
tpch6,1.0,6400.0,3.2165269360198314,3.202086078374976
tpch6,1.0,8800.0,3.224853932338166,3.2123963534778555
tpch6,1.0,12800.0,3.2563433878166688,3.246790245909684
tpch6,1.0,17600.0,3.2766491792993233,3.2686084772210187
tpch6,2.0,8800.0,3.303444470476321,3.3007547934963646
tpch6,4.0,8800.0,3.3442406387665455,3.343206421384796
tpch6,8.0,8800.0,3.366190491870512,3.366190491870512
tpch6,16.0,8800.0,3.388136529460081,3.3888445933014757
wc_8443,1.0,3200.0,1.7590582767528427,1.5196532022525868
wc_8443,1.0,6400.0,2.046961413307641,1.727799931494115
wc_8443,1.0,8800.0,2.115445209871754,1.7626538132258458
wc_8443,1.0,12800.0,2.1308136320080595,1.759273906843491
wc_8443,1.0,17600.0,2.1606944503077288,1.7822503357875479
wc_8443,2.0,8800.0,2.3612657661479077,2.079132982252047
wc_8443,4.0,8800.0,2.540794229917283,2.388341477307092
wc_8443,8.0,8800.0,2.6291298713806532,2.580142090179403
wc_8443,16.0,8800.0,2.682848046453879,2.659351068449872
wc_map0,1.0,3200.0,1.7675360208904658,1.5266932311084789
wc_map0,1.0,6400.0,2.056356789615293,1.7346808160417315
wc_map0,1.0,8800.0,2.1250204389777965,1.7695723451517584
wc_map0,1.0,12800.0,2.1400949876878195,1.765581243820907
wc_map0,1.0,17600.0,2.1701037138134933,1.7893143962413605
wc_map0,2.0,8800.0,2.369591851500636,2.085412776259634
wc_map0,4.0,8800.0,2.5493426517449427,2.3965723474693026
wc_map0,8.0,8800.0,2.6377217815588545,2.588500023363801
wc_map0,16.0,8800.0,2.692592073939526,2.669682550078199
ycsb_abgsave,1.0,3200.0,2.738705844167649,2.7382388670683504
ycsb_abgsave,1.0,6400.0,2.8123561870027647,2.8120004909977796
ycsb_abgsave,1.0,8800.0,2.8400102067694415,2.8394756833209565
ycsb_abgsave,1.0,12800.0,2.8522153975489966,2.8519619781450047
ycsb_abgsave,1.0,17600.0,2.8657647100232144,2.8660216398389844
ycsb_abgsave,2.0,8800.0,2.890920800189529,2.890920800189529
ycsb_abgsave,4.0,8800.0,2.9188495268215098,2.919375013191926
ycsb_abgsave,8.0,8800.0,2.9361347245178067,2.9361347245178067
ycsb_abgsave,16.0,8800.0,2.949234467507255,2.949234467507255
ycsb_aserver,1.0,3200.0,2.2464401180344327,2.2462632523746966
ycsb_aserver,1.0,6400.0,2.3508076086652347,2.3509949650433852
ycsb_aserver,1.0,8800.0,2.389622057855522,2.3899737609084317
ycsb_aserver,1.0,12800.0,2.410139343362167,2.411225724599367
ycsb_aserver,1.0,17600.0,2.435513760299514,2.4356993188639966
ycsb_aserver,2.0,8800.0,2.489270041379335,2.4895415877147973
ycsb_aserver,4.0,8800.0,2.5573265035803643,2.557377895295088
ycsb_aserver,8.0,8800.0,2.599202611429245,2.5998276917410736
ycsb_aserver,16.0,8800.0,2.6300096917434566,2.630222986305502
ycsb_bserver,1.0,3200.0,2.3662548332647875,2.368346960517515
ycsb_bserver,1.0,6400.0,2.476244267055,2.4779670740323936
ycsb_bserver,1.0,8800.0,2.515423449652718,2.518037399351842
ycsb_bserver,1.0,12800.0,2.5361647506009644,2.5383719003490226
ycsb_bserver,1.0,17600.0,2.561248904509024,2.563168143281345
ycsb_bserver,2.0,8800.0,2.5869122099576023,2.5895974750927464
ycsb_bserver,4.0,8800.0,2.630553244541464,2.6314105977514406
ycsb_bserver,8.0,8800.0,2.658828968875339,2.6599193008148907
ycsb_bserver,16.0,8800.0,2.6777218645056564,2.6788277499080277
ycsb_cserver,1.0,3200.0,2.376825763460202,2.3794649368591134
ycsb_cserver,1.0,6400.0,2.485703790362703,2.488488902344867
ycsb_cserver,1.0,8800.0,2.525956583292519,2.52893844531466
ycsb_cserver,1.0,12800.0,2.5455847585943574,2.5488208978681404
ycsb_cserver,1.0,17600.0,2.5679125613448632,2.5708036656163906
ycsb_cserver,2.0,8800.0,2.5941921112983954,2.5952300647312145
ycsb_cserver,4.0,8800.0,2.630726015873527,2.6326488334053817
ycsb_cserver,8.0,8800.0,2.6569154380868296,2.657568588695918
ycsb_cserver,16.0,8800.0,2.675553404910059,2.6770993925832824
ycsb_dserver,1.0,3200.0,2.652985287063671,2.654299712819637
ycsb_dserver,1.0,6400.0,2.747622787002799,2.7492703051756004
ycsb_dserver,1.0,8800.0,2.781452278334276,2.7831231070692666
ycsb_dserver,1.0,12800.0,2.800691496327677,2.801424933578215
ycsb_dserver,1.0,17600.0,2.821336852992416,2.822333232239239
ycsb_dserver,2.0,8800.0,2.846944354998198,2.848194465739445
ycsb_dserver,4.0,8800.0,2.894920930735601,2.8956924669447006
ycsb_dserver,8.0,8800.0,2.920591438220829,2.9213806800250848
ycsb_dserver,16.0,8800.0,2.940449315119665,2.940449315119665
ycsb_eserver,1.0,3200.0,2.281516179928615,2.2830580839700816
ycsb_eserver,1.0,6400.0,2.388441240863245,2.390224121993597
ycsb_eserver,1.0,8800.0,2.4272778032401914,2.429277753570295
ycsb_eserver,1.0,12800.0,2.448087645493643,2.4503075954428866
ycsb_eserver,1.0,17600.0,2.4723036524874615,2.473451399907943
ycsb_eserver,2.0,8800.0,2.5016310309076863,2.502790629065361
ycsb_eserver,4.0,8800.0,2.5467769630943904,2.5473893307213964
ycsb_eserver,8.0,8800.0,2.5752363062582257,2.5756453436509976
ycsb_eserver,16.0,8800.0,2.5972114665202795,2.597785441949105
