workload,BAT,RFMab-Reset,RFMsb-Reset
549.fotonik3d,40.0,0.9324397110771767,0.8701872376301626
549.fotonik3d,70.0,0.9668762581711613,0.9300641771092352
549.fotonik3d,100.0,0.9792929275898546,0.9525498285490044
549.fotonik3d,140.0,0.9864040604987406,0.9672348834192742
557.xz,40.0,0.9697508885364876,0.9393043137863604
557.xz,70.0,0.9865220123617656,0.966128601688938
557.xz,100.0,0.9898666261919506,0.9760540111663375
557.xz,140.0,0.9927703977906407,0.983157788256748
grep_map0,40.0,0.9643091157616464,0.9374701264984795
grep_map0,70.0,0.9824778733732521,0.964974836985856
grep_map0,100.0,0.9890659437451051,0.9759310000121679
grep_map0,140.0,0.9921805573922474,0.9818282192134951
h264_encode,40.0,0.9987445428208178,0.9985996636567409
h264_encode,70.0,0.9994079229841002,0.9993307490502272
h264_encode,100.0,0.9997602985739602,0.9992488402626728
h264_encode,140.0,1.0000211614990466,0.9990783436126832
jp2_decode,40.0,0.9617182735371309,0.9411056666859451
jp2_decode,70.0,0.9833528129758697,0.968993669098836
jp2_decode,100.0,0.988074183219532,0.9800170248003731
jp2_decode,140.0,0.9917991049087062,0.9853271321357957
jp2_encode,40.0,0.9616045944226453,0.9438174412040238
jp2_encode,70.0,0.9820993374529228,0.9709296382024843
jp2_encode,100.0,0.9848934629992573,0.9806057126400144
jp2_encode,140.0,0.9924616155526276,0.9827041870074325
tpcc64,40.0,0.9707268353579367,0.9560740687514862
tpcc64,70.0,0.9833041133411908,0.9736229471076159
tpcc64,100.0,0.9887456420374453,0.9820837502294676
tpcc64,140.0,0.9904263163721759,0.9873617649447439
tpch17,40.0,0.9715870624703966,0.9517433671057313
tpch17,70.0,0.9866857084867723,0.9782150524651054
tpch17,100.0,0.9918681047847059,0.98438076059499
tpch17,140.0,0.9976991682273042,0.9901728979739898
