workload,Nrh,prac-level,Benchmark_Types,ABO-Only,BAT-RFM,TPRAC-S
HHLL (15),2048.0,1.0,,1.0,0.9970624635191153,0.9914581600560705
MMLL (15),2048.0,1.0,,1.0,0.9971703403883113,0.9901567123482442
HHHH (15),4096.0,1.0,,1.0,0.994697307925182,0.9883489348065914
MMMM (15),4096.0,1.0,,1.0,0.9981737227910565,0.9897641582395075
LLLL (15),4096.0,1.0,,1.0,1.0000756730151261,0.9969349185247403
HHMM (15),4096.0,1.0,,1.0,0.9961558478341698,0.9890738930507618
HHLL (15),4096.0,1.0,,1.0,0.9970624635191153,0.9914581600560705
MMLL (15),4096.0,1.0,,1.0,0.9971703403883113,0.9901567123482442
All (90),256.0,1.0,,0.9998241668994067,0.9398537900711025,0.89328507218371
All (90),256.0,2.0,,,,
All (90),256.0,4.0,,,,
All (90),512.0,1.0,,0.9999779949932004,0.9722860764744875,0.946905556394553
All (90),512.0,2.0,,0.9999701101081783,0.9717885037747129,0.9369252508418693
All (90),512.0,4.0,,0.9999748914390126,0.9717885037747129,0.9369252508418693
All (90),1024.0,1.0,,0.9999927989437893,0.9945131177573353,0.985271161502039
All (90),1024.0,2.0,,,,
All (90),1024.0,4.0,,,,
All (90),2048.0,1.0,,1.0000001743561329,0.9972211734284397,0.9909520700660777
All (90),2048.0,2.0,,,,
All (90),2048.0,4.0,,,,
All (90),4096.0,1.0,,1.0,0.9972211734284397,0.9909520700660777
All (90),4096.0,2.0,,,,
All (90),4096.0,4.0,,,,
